MS,MS Name,CCI,Title,Fund,Objective,Initially planned EU amount,De-commitments (n+2/n+3),De-commitments at closure,Net planned EU amount,Cumulative pre-financing,Cumulative recovery of pre-financing (at closure),Cumulative net pre-financing,Cumulative interim payments,Cumulative recovery of expenses (at closure),Cumulative net interim payments,Closure payments,Total closure recoveries,Total net payments,EU payment rate compared to initial planned EU amount
HU,Magyarország,2007HU161PO008,Operational Programme for Social Infrastructure,ERDF,Convergence,"1,782,022,172.00",0,0,"1,782,022,172.00","175,403,064.69",0,"175,403,064.69","1,278,899,082.69",0,"1,278,899,082.69","327,720,024.62",0,"1,782,022,172.00",100
HU,Magyarország,2007HU161PO011,Operational Programme for South Transdanubia,ERDF,Convergence,"705,136,988.00",0,0,"705,136,988.00","63,462,328.92",0,"63,462,328.92","606,417,809.68",0,"606,417,809.68","35,256,849.40",0,"705,136,988.00",100
LV,Latvia,2007LV06RPO001,Latvian Rural development programme 2007-2013,EAFRD,,"1,054,373,504.00",0,"190,226.90","1,054,183,277.10","73,806,145.28",0,"73,806,145.28","927,848,683.52",0,"927,848,683.52","52,512,930.94",0,"1,054,167,759.74",99.98
DE,Deutschland,2007DE052PO004,Operationelles Programm ESF Bremen 2007-2013,ESF,Regional Competitiveness and Employment,"89,054,742.00",0,0,"89,054,742.00","6,679,105.65",0,"6,679,105.65","58,840,119.47",0,"58,840,119.47","23,535,516.88",0,"89,054,742.00",100
IT,Italia,2007IT162PO015,Por Veneto FESR,ERDF,Regional Competitiveness and Employment,"205,962,817.00",0,0,"205,962,817.00","15,595,494.00",0,"15,595,494.00","180,069,182.15",0,"180,069,182.15","10,298,140.85",0,"205,962,817.00",100
UK,United Kingdom,2007UK161PO002,West Wales and the Valleys ERDF Convergence programme,ERDF,Convergence,"1,250,378,189.00",0,0,"1,250,378,189.00","93,778,364.18",0,"93,778,364.18","1,094,080,915.37",0,"1,094,080,915.37","62,518,909.45",0,"1,250,378,189.00",100
CB,EU cross-border cooperation,2007CB163PO004,Operationelles Programm Ziel Europäische Territoriale Zusammenarbeit Deutschland/Bayern - Österreich 2007-2013,ERDF,European Territorial Cooperation,"54,101,822.00",0,0,"54,101,822.00","4,057,636.65",0,"4,057,636.65","47,339,094.25",0,"47,339,094.25","2,705,091.10",0,"54,101,822.00",100
IE,Ireland,2007IE14FPO001,The Seafood Development Operational Programme Ireland 2007-2013,EFF,Non Convergence,"42,266,603.00",0,0,"42,266,603.00","5,917,324.00",0,"5,917,324.00","33,640,471.35",0,"33,640,471.35","2,640,990.75",0,"42,198,786.10",99.84
UK,United Kingdom,2007UK162PO011,South West England ERDF Regional Competitiveness and Employment programme,ERDF,Regional Competitiveness and Employment,"124,658,086.00",0,0,"124,658,086.00","9,349,356.45",0,"9,349,356.45","109,075,825.25",0,"109,075,825.25","6,232,904.30",0,"124,658,086.00",100
PT,Portugal,2007PT06RPO003,PDR Madeira,EAFRD,,"179,000,000.00",0,"8,950,000.00","170,050,000.00","12,530,000.00","180,285.25","12,349,714.75","157,520,000.00","14,209.17","157,505,790.83",0,"194,494.42","169,855,505.58",94.89
FR,France,2007FR051PO004,Programme opérationnel FSE Réunion,ESF,Convergence,"533,572,404.00",0,"3,585,342.12","529,987,061.88","38,766,689.18",0,"38,766,689.18","468,127,094.62",0,"468,127,094.62","23,093,278.08",0,"529,987,061.88",99.33
ES,España,2007ES16UPO001,"Programa Operativo FEDER de Investigación, Desarrollo e innovación por y para el beneficio de las Empresas - Fondo Tecnológico",ERDF,Regional Competitiveness and Employment,"562,114,121.00",0,0,"562,114,121.00","42,158,559.08",0,"42,158,559.08","465,129,005.92",0,"465,129,005.92","54,826,556.00",0,"562,114,121.00",100
ES,España,2007ES161PO009,Programa Operativo Fondo de Cohesión-FEDER,CF,Convergence,"3,543,213,008.00",0,0,"3,543,213,008.00","265,740,975.60",0,"265,740,975.60","3,100,311,382.00",0,"3,100,311,382.00","172,724,272.87",0,"3,538,776,630.47",99.87
EE,Eesti,2007EE161PO002,Operational Programme for the Development of Living Environment,CF,Convergence,"626,334,156.00",0,0,"626,334,156.00","78,291,769.50",0,"78,291,769.50","516,725,678.70",0,"516,725,678.70","31,316,707.80",0,"626,334,156.00",100
CZ,Ceska Republika,2007CZ161PO002,ROP NUTS II Střední Morava,ERDF,Convergence,"672,244,025.00",0,0,"672,244,025.00","59,165,047.17",0,"59,165,047.17","579,466,776.58",0,"579,466,776.58","33,612,201.25",0,"672,244,025.00",100
FR,France,2007FR162PO026,Programme opérationnel plurirégional FEDER RHONE,ERDF,Regional Competitiveness and Employment,"33,809,546.00",0,0,"33,809,546.00","2,535,715.95",0,"2,535,715.95","29,583,352.75",0,"29,583,352.75","1,690,477.30",0,"33,809,546.00",100
CB,EU cross-border cooperation,2007CB163PO030,Program cezhraničnej spolupráce Slovenská republika - Česká republika 2007 – 2013,ERDF,European Territorial Cooperation,"92,740,141.00",0,"4,637,007.05","88,103,133.95","8,346,612.69","2,515,264.61","5,831,348.08","79,756,521.26","751,492.52","79,005,028.74",0,"3,266,757.13","84,836,376.82",91.48
IT,Italia,2007IT162PO010,Por P.A. Trento FESR,ERDF,Regional Competitiveness and Employment,"18,743,611.00",0,"937,180.55","17,806,430.45","1,446,482.10","1,311,564.71","134,917.39","16,359,948.35","18,611.30","16,341,337.05",0,"1,330,176.01","16,476,254.44",87.9
CZ,Ceska Republika,2007CZ161PO012,OP Výzkum a vývoj pro inovace,ERDF,Convergence,"2,070,680,884.00","242,528,153.00","67,909,554.30","1,760,243,176.70","186,361,279.56",0,"186,361,279.56","1,550,383,814.89",0,"1,550,383,814.89","23,355,032.04",0,"1,760,100,126.49",85
SK,Slovenska Republica,2007SK161PO002,OP Environment,CF,Convergence,"1,569,243,065.00",0,"67,822,847.35","1,501,420,217.65","164,770,521.82",0,"164,770,521.82","1,326,010,389.93",0,"1,326,010,389.93",0,0,"1,490,780,911.75",95
BG,Balgarija,2007BG161PO004,Operational Programme Transport 2007 - 2013,CF,Convergence,"1,255,669,892.00",0,"8,947,929.04","1,246,721,962.96","131,845,338.66",0,"131,845,338.66","1,061,041,058.74",0,"1,061,041,058.74","53,835,565.56",0,"1,246,721,962.96",99.29
SK,Slovenska Republica,2007SK05UPO002,OP Zamestnanosť a sociálna inklúzia,ESF,Regional Competitiveness and Employment,"17,801,578.00",0,"1,097,511.20","16,704,066.80","1,602,142.02",0,"1,602,142.02","14,129,838.28",0,"14,129,838.28","65,051.63",0,"15,797,031.93",88.74
UK,United Kingdom,2007UK052PO002,Lowlands and Uplands of Scotland ESF Regional Competitiveness and Employment programme,ESF,Regional Competitiveness and Employment,"269,920,942.00",0,"13,496,047.10","256,424,894.90","20,244,070.65","4,604,884.42","15,639,186.23","236,180,824.25","594,539.63","235,586,284.62",0,"5,199,424.05","251,225,470.85",93.07
CZ,Ceska Republika,2007CZ16UPO002,Integrovaný operační program,ERDF,Convergence,"1,591,356,687.00",0,"40,962,270.09","1,550,394,416.91","139,770,959.76",0,"139,770,959.76","1,370,191,988.85",0,"1,370,191,988.85","30,261,477.18",0,"1,540,224,425.79",96.79
IT,Italia,2007IT161PO011,Por Sicilia FESR,ERDF,Convergence,"3,269,802,550.00",0,"163,490,127.50","3,106,312,422.50","245,235,191.25","1,496,994.48","243,738,196.77","2,861,077,231.25","51,092,476.10","2,809,984,755.15",0,"52,589,470.58","3,053,722,951.92",93.39
CB,EU cross-border cooperation,2007CB163PO069,South East Europe (SEE) Transnational Co-operation Programme 2007-2013,ERDF,European Territorial Cooperation,"207,475,645.00","7,152,784.00","10,016,143.05","190,306,717.95","18,837,448.05","256,291.70","18,581,156.35","171,469,269.90","153,292.95","171,315,976.95",0,"409,584.65","189,897,133.30",91.53
IT,Italia,2007IT051PO005,P.O. Puglia FSE 2007/2013 (vers. 4),ESF,Convergence,"639,600,000.00",0,"2,913,908.66","636,686,091.34","47,970,000.00",0,"47,970,000.00","559,650,000.00",0,"559,650,000.00","27,262,282.81",0,"634,882,282.81",99.26
CZ,Ceska Republika,2007CZ161PO013,ROP NUTS II Jihozápad,ERDF,Convergence,"633,653,121.00",0,"6,727,424.25","626,925,696.75","55,768,612.86",0,"55,768,612.86","546,201,852.09","308,877.58","545,892,974.51","24,955,231.80","308,877.58","626,616,819.17",98.89
BG,Balgarija,2007BG161PO003,Operational Programme Development of the Competitiveness of the Bulgarian Economy,ERDF,Convergence,"987,883,219.00",0,"32,163,755.88","955,719,463.12","88,909,489.71",0,"88,909,489.71","849,579,568.34",0,"849,579,568.34","16,553,900.53",0,"955,042,958.58",96.68
SK,Slovenska Republica,2007SK162PO001,OP Bratislava Region,ERDF,Regional Competitiveness and Employment,"95,207,607.00",0,"2,500,067.64","92,707,539.36","7,830,000.00",0,"7,830,000.00","82,617,226.65",0,"82,617,226.65","1,852,728.36",0,"92,299,955.01",96.95
IT,Italia,2007IT161PO006,Pon Ricerca e competitivita' - Riprogrammazione - 30 ottobre 2014,ERDF,Convergence,"3,102,696,821.00",0,"23,965,385.32","3,078,731,435.68","232,702,261.58",0,"232,702,261.58","2,068,042,841.93",0,"2,068,042,841.93","603,411,509.29",0,"2,904,156,612.80",93.6
SK,Slovenska Republica,2007SK161PO003,Regional Operational Programme,ERDF,Convergence,"1,554,503,927.00",0,"77,654,259.24","1,476,849,667.76","130,050,000.00",0,"130,050,000.00","1,346,728,730.65",0,"1,346,728,730.65",0,0,"1,476,778,730.65",95
SK,Slovenska Republica,2007SK161PO004,OP Transport,ERDF,Convergence,"830,659,097.00",0,"643,985.33","830,015,111.67","78,966,818.73",0,"78,966,818.73","710,159,323.42","16,807,360.70","693,351,962.72","40,888,969.52","16,807,360.70","813,207,750.97",97.9
SK,Slovenska Republica,2007SK161PO004,OP Transport,CF,Convergence,"2,329,495,498.00",0,"35,693,808.92","2,293,801,689.08","244,597,027.29",0,"244,597,027.29","1,968,423,695.81","23,718,039.97","1,944,705,655.84","80,780,965.98","23,718,039.97","2,270,083,649.11",97.45
AT,Österreich,2007AT052PO001,Operationelles Programm Beschäftigung Österreich 2007-2013,ESF,Regional Competitiveness and Employment,"472,272,560.00",0,"7,000,746.98","465,271,813.02","35,420,442.00",0,"35,420,442.00","413,238,490.00",0,"413,238,490.00","16,612,881.02",0,"465,271,813.02",98.52
